,workclass,occupation
10701, Private, Prof-specialty
10702, Private, Exec-managerial
10703, State-gov, Craft-repair
10704, ?, ?
10705, Private, Adm-clerical
10706, Private, Other-service
10707, Self-emp-not-inc, Craft-repair
10708, Federal-gov, Tech-support
10709, ?, ?
10710, Private, Other-service
10711, Private, Sales
10712, Federal-gov, Adm-clerical
10713, Private, Tech-support
10714, Private, Other-service
10715, ?, ?
10716, Private, Transport-moving
10717, Private, Sales
10718, ?, ?
10719, Private, Sales
10720, Private, Handlers-cleaners
10721, Private, Sales
10722, Private, Prof-specialty
10723, Private, Handlers-cleaners
10724, Private, Tech-support
10725, Private, Transport-moving
10726, Self-emp-not-inc, Craft-repair
10727, Private, Tech-support
10728, Private, Farming-fishing
10729, Local-gov, Exec-managerial
10730, Federal-gov, Adm-clerical
10731, Local-gov, Protective-serv
10732, Self-emp-not-inc, Machine-op-inspct
10733, Private, Transport-moving
10734, Private, Craft-repair
10735, Private, Adm-clerical
10736, Private, Prof-specialty
10737, Private, Exec-managerial
10738, Private, Transport-moving
10739, Private, Other-service
10740, Local-gov, Prof-specialty
10741, Private, Craft-repair
10742, Private, Machine-op-inspct
10743, Private, Sales
10744, Private, Transport-moving
10745, ?, ?
10746, ?, ?
10747, Private, Adm-clerical
10748, Private, Craft-repair
10749, Local-gov, Craft-repair
10750, Private, Other-service
10751, Private, Adm-clerical
10752, Local-gov, Sales
10753, Private, Transport-moving
10754, State-gov, Adm-clerical
10755, Private, Other-service
10756, Private, Handlers-cleaners
10757, Private, Prof-specialty
10758, Private, Sales
10759, Private, Prof-specialty
10760, Federal-gov, Adm-clerical
10761, Private, Prof-specialty
10762, Self-emp-inc, Exec-managerial
10763, Private, Adm-clerical
10764, Private, Other-service
10765, Private, Adm-clerical
10766, Private, Transport-moving
10767, Private, Exec-managerial
10768, Private, Sales
10769, Private, Exec-managerial
10770, Private, Other-service
10771, Self-emp-inc, Sales
10772, Self-emp-not-inc, Sales
10773, Private, Sales
10774, Local-gov, Prof-specialty
10775, Private, Adm-clerical
10776, Self-emp-inc, Craft-repair
10777, Private, Craft-repair
10778, Private, Handlers-cleaners
10779, Private, Exec-managerial
10780, Local-gov, Adm-clerical
10781, Self-emp-not-inc, Craft-repair
10782, Private, Tech-support
10783, Private, Other-service
10784, ?, ?
10785, Private, Sales
10786, Private, Craft-repair
10787, Private, Other-service
10788, Private, Adm-clerical
10789, Private, Transport-moving
10790, Private, Adm-clerical
10791, Private, Other-service
10792, Private, Prof-specialty
10793, Private, Transport-moving
10794, Private, Machine-op-inspct
10795, Local-gov, Adm-clerical
10796, Private, Craft-repair
10797, Private, Machine-op-inspct
10798, Federal-gov, Prof-specialty
10799, Local-gov, Exec-managerial
10800, State-gov, Tech-support
10801, Private, Exec-managerial
10802, Private, Tech-support
10803, Private, Adm-clerical
10804, Private, Prof-specialty
10805, ?, ?
10806, Private, Machine-op-inspct
10807, Private, Exec-managerial
10808, State-gov, Prof-specialty
10809, Private, Machine-op-inspct
10810, Private, Adm-clerical
10811, Private, Prof-specialty
10812, Private, Other-service
10813, Private, Other-service
10814, Private, Exec-managerial
10815, Federal-gov, Adm-clerical
10816, Private, Other-service
10817, Private, Sales
10818, Private, Adm-clerical
10819, Self-emp-not-inc, Sales
10820, ?, ?
10821, Private, Other-service
10822, Self-emp-inc, Sales
10823, Private, Sales
10824, Private, Craft-repair
10825, Private, Craft-repair
10826, Private, Handlers-cleaners
10827, Private, Craft-repair
10828, ?, ?
10829, Private, Tech-support
10830, Private, Machine-op-inspct
10831, Private, Exec-managerial
10832, Private, Adm-clerical
10833, Private, Machine-op-inspct
10834, Private, Prof-specialty
10835, Private, Other-service
10836, Private, Other-service
10837, ?, ?
10838, Private, Other-service
10839, Private, Sales
10840, State-gov, Adm-clerical
10841, Private, Craft-repair
10842, Self-emp-not-inc, Tech-support
10843, Private, Tech-support
10844, Private, Prof-specialty
10845, Never-worked, ?
10846, State-gov, Other-service
10847, Private, Exec-managerial
10848, Private, Craft-repair
10849, Private, Exec-managerial
10850, Private, Other-service
10851, Private, Craft-repair
10852, Private, Adm-clerical
10853, Private, Adm-clerical
10854, Private, Priv-house-serv
10855, Local-gov, Protective-serv
10856, ?, ?
10857, Private, Craft-repair
10858, Private, Adm-clerical
10859, Local-gov, Prof-specialty
10860, Private, Sales
10861, Private, Other-service
10862, Local-gov, Machine-op-inspct
10863, Private, Adm-clerical
10864, Private, Adm-clerical
10865, Private, Tech-support
10866, Self-emp-inc, Craft-repair
10867, Private, Craft-repair
10868, Local-gov, Prof-specialty
10869, Private, Other-service
10870, Private, Transport-moving
10871, Private, Craft-repair
10872, Private, Craft-repair
10873, Local-gov, Protective-serv
10874, Private, Exec-managerial
10875, Private, Prof-specialty
10876, Private, Sales
10877, Private, Craft-repair
10878, Private, Craft-repair
10879, Private, Exec-managerial
10880, Private, Machine-op-inspct
10881, ?, ?
10882, Private, Craft-repair
10883, Private, Handlers-cleaners
10884, Private, Other-service
10885, Private, Exec-managerial
10886, Private, Machine-op-inspct
10887, Private, Tech-support
10888, Private, Other-service
10889, State-gov, Other-service
10890, Private, Sales
10891, Self-emp-not-inc, Prof-specialty
10892, Private, Sales
10893, Private, Prof-specialty
10894, Private, Adm-clerical
10895, State-gov, Prof-specialty
10896, Private, Prof-specialty
10897, Private, Craft-repair
10898, Private, Other-service
10899, Private, Machine-op-inspct
10900, State-gov, Protective-serv
10901, Private, Machine-op-inspct
10902, Private, Prof-specialty
10903, Private, Adm-clerical
10904, Federal-gov, Adm-clerical
10905, Private, Transport-moving
10906, Self-emp-inc, Exec-managerial
10907, Private, Transport-moving
10908, Private, Exec-managerial
10909, Self-emp-not-inc, Machine-op-inspct
10910, Private, Exec-managerial
10911, Private, Craft-repair
10912, Private, Machine-op-inspct
10913, Private, Prof-specialty
10914, Private, Other-service
10915, Private, Machine-op-inspct
10916, Private, Adm-clerical
10917, Self-emp-inc, Exec-managerial
10918, Private, Prof-specialty
10919, State-gov, Exec-managerial
10920, Private, Craft-repair
10921, Private, Transport-moving
10922, Self-emp-not-inc, Craft-repair
10923, Private, Handlers-cleaners
10924, Private, Adm-clerical
10925, Private, Craft-repair
10926, Private, Exec-managerial
10927, Self-emp-not-inc, Sales
10928, Private, Craft-repair
10929, Private, Transport-moving
10930, Private, Machine-op-inspct
10931, ?, ?
10932, ?, ?
10933, Local-gov, Other-service
10934, Private, Transport-moving
10935, Private, Exec-managerial
10936, Private, Sales
10937, Private, Adm-clerical
10938, Private, Tech-support
10939, Private, Sales
10940, Private, Sales
10941, Private, Craft-repair
10942, Local-gov, Protective-serv
10943, State-gov, Exec-managerial
10944, Private, Handlers-cleaners
10945, Private, Craft-repair
10946, Private, Adm-clerical
10947, Local-gov, Exec-managerial
10948, Private, Craft-repair
10949, Private, Handlers-cleaners
10950, Private, Sales
10951, Private, Prof-specialty
10952, Private, Prof-specialty
10953, Self-emp-not-inc, Exec-managerial
10954, Local-gov, Other-service
10955, ?, ?
10956, Private, Sales
10957, Private, Prof-specialty
10958, Federal-gov, Prof-specialty
10959, ?, ?
10960, Private, Craft-repair
10961, Private, Adm-clerical
10962, Private, Protective-serv
10963, Local-gov, Craft-repair
10964, Self-emp-inc, Prof-specialty
10965, Private, Other-service
10966, Self-emp-not-inc, Exec-managerial
10967, Private, Machine-op-inspct
10968, Private, Craft-repair
10969, Private, Farming-fishing
10970, Private, Sales
10971, Private, Farming-fishing
10972, Private, Machine-op-inspct
10973, Private, Craft-repair
10974, Private, Handlers-cleaners
10975, Private, Farming-fishing
10976, Self-emp-not-inc, Craft-repair
10977, Self-emp-not-inc, Farming-fishing
10978, Private, Adm-clerical
10979, Federal-gov, Prof-specialty
10980, Private, Tech-support
10981, Private, Other-service
10982, Private, Handlers-cleaners
10983, Self-emp-not-inc, Sales
10984, Self-emp-not-inc, Adm-clerical
10985, Private, Sales
10986, Private, Sales
10987, Private, Other-service
10988, Private, Craft-repair
10989, Local-gov, Prof-specialty
10990, Private, Handlers-cleaners
10991, Private, Prof-specialty
10992, Private, Other-service
10993, Private, Craft-repair
10994, Private, Prof-specialty
10995, ?, ?
10996, State-gov, Protective-serv
10997, Private, Farming-fishing
10998, Private, Farming-fishing
10999, Private, Exec-managerial
11000, Private, Sales
11001, ?, ?
11002, Private, Craft-repair
11003, Private, Exec-managerial
11004, Private, Handlers-cleaners
11005, State-gov, Prof-specialty
11006, Private, Other-service
11007, Private, Exec-managerial
11008, Federal-gov, Other-service
11009, Private, Other-service
11010, Private, Exec-managerial
11011, Federal-gov, Adm-clerical
11012, Private, Exec-managerial
11013, Private, Sales
11014, Local-gov, Prof-specialty
11015, Private, Machine-op-inspct
11016, Private, Transport-moving
11017, Private, Craft-repair
11018, Private, Craft-repair
11019, Private, Craft-repair
11020, Private, Exec-managerial
11021, Private, Exec-managerial
11022, Private, Adm-clerical
11023, Federal-gov, Tech-support
11024, Private, Machine-op-inspct
11025, Private, Exec-managerial
11026, Private, Sales
11027, ?, ?
11028, Local-gov, Exec-managerial
11029, Private, Tech-support
11030, Self-emp-not-inc, Craft-repair
11031, Private, Other-service
11032, Private, Transport-moving
11033, Private, Exec-managerial
11034, Private, Transport-moving
11035, Private, Transport-moving
11036, Local-gov, Tech-support
11037, Private, Craft-repair
11038, Private, Other-service
11039, ?, ?
11040, Self-emp-not-inc, Exec-managerial
11041, State-gov, Protective-serv
11042, Private, Machine-op-inspct
11043, Private, Adm-clerical
11044, State-gov, Prof-specialty
11045, Private, Sales
11046, ?, ?
11047, Private, Tech-support
11048, Private, Machine-op-inspct
11049, Private, Craft-repair
11050, Private, Craft-repair
11051, Private, Machine-op-inspct
11052, Private, Farming-fishing
11053, Private, Craft-repair
11054, Private, Transport-moving
11055, Private, Craft-repair
11056, ?, ?
11057, Private, Craft-repair
11058, Private, Other-service
11059, ?, ?
11060, Local-gov, Prof-specialty
11061, Self-emp-inc, Exec-managerial
11062, Private, Other-service
11063, Private, Farming-fishing
11064, Private, Exec-managerial
11065, Private, Craft-repair
11066, Private, Prof-specialty
11067, Local-gov, Other-service
11068, Private, Prof-specialty
11069, Self-emp-not-inc, Prof-specialty
11070, Private, Adm-clerical
11071, Private, Transport-moving
11072, Self-emp-inc, Exec-managerial
11073, Self-emp-not-inc, Craft-repair
11074, Private, Craft-repair
11075, Local-gov, Craft-repair
11076, Private, Other-service
11077, Local-gov, Prof-specialty
11078, Private, Exec-managerial
11079, Private, Exec-managerial
11080, Private, Exec-managerial
11081, Private, Transport-moving
11082, Private, Exec-managerial
11083, Local-gov, Adm-clerical
11084, Private, Other-service
11085, ?, ?
11086, Private, Tech-support
11087, ?, ?
11088, Self-emp-not-inc, Sales
11089, Private, Adm-clerical
11090, Private, Exec-managerial
11091, Private, Prof-specialty
11092, Private, Prof-specialty
11093, Private, Prof-specialty
11094, Private, Exec-managerial
11095, Private, Transport-moving
11096, Private, Prof-specialty
11097, Private, Handlers-cleaners
11098, Local-gov, Protective-serv
11099, ?, ?
11100, Private, Machine-op-inspct
11101, Self-emp-not-inc, Farming-fishing
11102, Private, Machine-op-inspct
11103, Private, Exec-managerial
11104, Private, Prof-specialty
11105, Private, Machine-op-inspct
11106, Private, Prof-specialty
11107, Private, Sales
11108, Private, Tech-support
11109, Private, Other-service
11110, Private, Other-service
11111, Private, Exec-managerial
11112, Private, Craft-repair
11113, Private, Sales
11114, Self-emp-not-inc, Craft-repair
11115, Private, Craft-repair
11116, Self-emp-inc, Prof-specialty
11117, Private, Sales
11118, Private, Other-service
11119, Private, Other-service
11120, Federal-gov, Adm-clerical
11121, Private, Machine-op-inspct
11122, Private, Farming-fishing
11123, Federal-gov, Prof-specialty
11124, Self-emp-not-inc, Exec-managerial
11125, Private, Exec-managerial
11126, Private, Craft-repair
11127, Local-gov, Prof-specialty
11128, Local-gov, Exec-managerial
11129, Private, Handlers-cleaners
11130, Private, Craft-repair
11131, Private, Other-service
11132, State-gov, Craft-repair
11133, Private, Exec-managerial
11134, Private, Machine-op-inspct
11135, Local-gov, Prof-specialty
11136, Self-emp-not-inc, Exec-managerial
11137, Private, Other-service
11138, Self-emp-inc, Exec-managerial
11139, Private, Adm-clerical
11140, Private, Craft-repair
11141, Private, Craft-repair
11142, Self-emp-not-inc, Transport-moving
11143, Private, Priv-house-serv
11144, Private, Exec-managerial
11145, Private, Other-service
11146, Federal-gov, Craft-repair
11147, Private, Adm-clerical
11148, Private, Farming-fishing
11149, Private, Craft-repair
11150, Private, Other-service
11151, Private, Transport-moving
11152, Private, Adm-clerical
11153, Private, Prof-specialty
11154, Private, Machine-op-inspct
11155, Private, Adm-clerical
11156, Private, Prof-specialty
11157, Private, Tech-support
11158, ?, ?
11159, ?, ?
11160, Private, Craft-repair
11161, Private, Sales
11162, Private, Other-service
11163, Private, Craft-repair
11164, ?, ?
11165, Private, Sales
11166, Private, Prof-specialty
11167, Private, Machine-op-inspct
11168, Private, Craft-repair
11169, Private, Prof-specialty
11170, Private, Adm-clerical
11171, Private, Machine-op-inspct
11172, Private, Craft-repair
11173, Private, Craft-repair
11174, Private, Machine-op-inspct
